 time            vgs_fr          time            vds_fr         
 3.19280000e-06  7.16361087e-01  3.19280000e-06  7.18820239e-01 
 3.20280000e-06  7.16563456e-01  3.20280000e-06  7.16602631e-01 
 3.21280000e-06  7.16728082e-01  3.21280000e-06  7.14701971e-01 
 3.22280000e-06  7.16854317e-01  3.22280000e-06  7.13126166e-01 
 3.23280000e-06  7.16941660e-01  3.23280000e-06  7.11881753e-01 
 3.24280000e-06  7.16989769e-01  3.24280000e-06  7.10973878e-01 
 3.25280000e-06  7.16998452e-01  3.25280000e-06  7.10406269e-01 
 3.26280000e-06  7.16967677e-01  3.26280000e-06  7.10181221e-01 
 3.27280000e-06  7.16897563e-01  3.27280000e-06  7.10299592e-01 
 3.28280000e-06  7.16788388e-01  3.28280000e-06  7.10760798e-01 
 3.29280000e-06  7.16640583e-01  3.29280000e-06  7.11562816e-01 
 3.30280000e-06  7.16454731e-01  3.30280000e-06  7.12702199e-01 
 3.31280000e-06  7.16231566e-01  3.31280000e-06  7.14174090e-01 
 3.32280000e-06  7.15971967e-01  3.32280000e-06  7.15972245e-01 
 3.33280000e-06  7.15676961e-01  3.33280000e-06  7.18089066e-01 
 3.34280000e-06  7.15347710e-01  3.34280000e-06  7.20515632e-01 
 3.35280000e-06  7.14985515e-01  3.35280000e-06  7.23241743e-01 
 3.36280000e-06  7.14591804e-01  3.36280000e-06  7.26255964e-01 
 3.37280000e-06  7.14168133e-01  3.37280000e-06  7.29545684e-01 
 3.38280000e-06  7.13716171e-01  3.38280000e-06  7.33097166e-01 
 3.39280000e-06  7.13237705e-01  3.39280000e-06  7.36895618e-01 
 3.40280000e-06  7.12734621e-01  3.40280000e-06  7.40925254e-01 
 3.41280000e-06  7.12208904e-01  3.41280000e-06  7.45169372e-01 
 3.42280000e-06  7.11662631e-01  3.42280000e-06  7.49610428e-01 
 3.43280000e-06  7.11097957e-01  3.43280000e-06  7.54230118e-01 
 3.44280000e-06  7.10517109e-01  3.44280000e-06  7.59009461e-01 
 3.45280000e-06  7.09922382e-01  3.45280000e-06  7.63928886e-01 
 3.46280000e-06  7.09316121e-01  3.46280000e-06  7.68968323e-01 
 3.47280000e-06  7.08700719e-01  3.47280000e-06  7.74107289e-01 
 3.48280000e-06  7.08078605e-01  3.48280000e-06  7.79324984e-01 
 3.49280000e-06  7.07452235e-01  3.49280000e-06  7.84600380e-01 
 3.50280000e-06  7.06824080e-01  3.50280000e-06  7.89912315e-01 
 3.51280000e-06  7.06196619e-01  3.51280000e-06  7.95239586e-01 
 3.52280000e-06  7.05572329e-01  3.52280000e-06  8.00561032e-01 
 3.53280000e-06  7.04953673e-01  3.53280000e-06  8.05855632e-01 
 3.54280000e-06  7.04343093e-01  3.54280000e-06  8.11102583e-01 
 3.55280000e-06  7.03742998e-01  3.55280000e-06  8.16281384e-01 
 3.56280000e-06  7.03155758e-01  3.56280000e-06  8.21371921e-01 
 3.57280000e-06  7.02583689e-01  3.57280000e-06  8.26354537e-01 
